,,,,,,,,,,,,,,,,,,,,,,,,
Index,Key,Street Number,Street,Unit,Model,Units,Mutual,Bldg Date,Bldg Code,Phase,Parking Type,Building Type,Elvator (Y/N),SomeOneLives,Steps (Y/N),# of Front Steps,# of Back Steps,Distance to Drop,Distance to Parking,Parking Grade,Carport #,APN,Location,HoaAmount
3443,602-B,602,Avenida Sevilla,B,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,212,203,B,444-04,62110109.00,"33.5985,-117.70815",$791.42 
3444,602-C,602,Avenida Sevilla,C,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,124,174,A,444-06,62110109.00,"33.5985,-117.70815","$1,021.18 "
3445,602-D,602,Avenida Sevilla,D,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,183,244,B,444-05,62110109.00,"33.5985,-117.70815",$803.08 
3468,607-A,607,Avenida Sevilla,A,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,112,146,A,449-12,62110109.00,"33.5991,-117.70782","$1,180.92 "
3469,607-B,607,Avenida Sevilla,B,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,48,81,A,449-11,62110109.00,"33.5991,-117.70782",$815.18 
3470,607-C,607,Avenida Sevilla,C,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,69,100,A,449-10,62110109.00,"33.5991,-117.70782",$882.28 
3471,607-D,607,Avenida Sevilla,D,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,138,187,A,449-09,62110109.00,"33.5991,-117.70782",$907.25 
3472,608-A,608,Avenida Sevilla,A,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,152,191,A,449-08,62110108.00,"33.59934,-117.70762",$767.22 
3473,608-B,608,Avenida Sevilla,B,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,86,119,A,449-07,62110108.00,"33.59934,-117.70762","$1,247.13 "
3474,608-C,608,Avenida Sevilla,C,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,62,92,A,449-06,62110108.00,"33.59934,-117.70762",$840.30 
3475,608-D,608,Avenida Sevilla,D,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,59,152,A,449-05,62110108.00,"33.59934,-117.70762",$955.73 
3476,609-A,609,Avenida Sevilla,A,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,161,197,A,449-04,62110108.00,"33.59954,-117.7074",$924.23 
3477,609-B,609,Avenida Sevilla,B,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,82,171,A,449-03,62110108.00,"33.59954,-117.7074",$977.94 
3478,609-C,609,Avenida Sevilla,C,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,50,80,A,449-02,62110108.00,"33.59954,-117.7074","$1,001.95 "
3479,609-D,609,Avenida Sevilla,D,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,90,146,A,449-01,62110108.00,"33.59954,-117.7074",$811.77 
3804,667-A,667,Via Mendoza,A,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,104,292,B,493-01,62110114.00,"33.59827,-117.70538","$1,037.18 "
3805,667-B,667,Via Mendoza,B,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,41,226,B,493-02,62110114.00,"33.59827,-117.70538",$848.87 
3806,667-C,667,Via Mendoza,C,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,36,166,A,493-03,62110114.00,"33.59827,-117.70538",$892.84 
3807,667-D,667,Via Mendoza,D,Valencia,4,Cooperative,10/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,57,172,A,493-04,62110114.00,"33.59827,-117.70538","$1,087.67 "
3992,703-A,703,Avenida Sevilla,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,30,263,B,514-12,62111103,"33.59984,-117.71276",$817.36 
3993,703-B,703,Avenida Sevilla,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,91,151,A,514-11,62111103,"33.59984,-117.71276",$816.00 
3994,703-C,703,Avenida Sevilla,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,87,220,B,514-06,62111103,"33.59984,-117.71276",$893.13 
3995,703-D,703,Avenida Sevilla,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,117,272,B,514-05,62111103,"33.59984,-117.71276",$836.69 
3996,704-A,704,Avenida Sevilla,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,118,198,A,514-08,62111103,"33.59998,-117.71246",$815.13 
3997,704-B,704,Avenida Sevilla,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,62,126,A,514-07,62111103,"33.59998,-117.71246",$793.10 
3998,704-C,704,Avenida Sevilla,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,89,159,A,514-10,62111103,"33.59998,-117.71246",$732.60 
3999,704-D,704,Avenida Sevilla,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,65,311,C,515-04,62111103,"33.59998,-117.71246",$876.62 
4000,705-A,705,Avenida Sevilla,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,63,214,B,515-02,62111103,"33.60023,-117.7123",$806.35 
4001,705-B,705,Avenida Sevilla,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,118,189,A,514-09,62111103,"33.60023,-117.7123","$1,029.30 "
4002,705-C,705,Avenida Sevilla,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,64,232,B,515-03,62111103,"33.60023,-117.7123",$925.68 
4003,705-D,705,Avenida Sevilla,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,44,266,B,515-01,62111103,"33.60023,-117.7123",$986.78 
4038,713-A,713,Avenida Majorca,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,92,113,A,527-01,62111105,"33.5991,-117.71356",$856.52 
4039,713-B,713,Avenida Majorca,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,187,243,B,526-06,62111105,"33.5991,-117.71356",$920.51 
4040,713-C,713,Avenida Majorca,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,207,263,B,526-05,62111105,"33.5991,-117.71356","$1,011.88 "
4041,713-D,713,Avenida Majorca,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,81,100,A,527-02,62111105,"33.5991,-117.71356",$812.78 
4056,717-A,717,Avenida Majorca,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,189,281,B,527-06,62111105,"33.59897,-117.71325",$917.14 
4057,717-B,717,Avenida Majorca,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,182,188,A,518-01,62111105,"33.59897,-117.71325",$820.46 
4058,717-C,717,Avenida Majorca,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,134,149,A,518-02,62111105,"33.59897,-117.71325","$1,044.59 "
4059,717-D,717,Avenida Majorca,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,215,225,B,528-01,62111105,"33.59897,-117.71325",$830.18 
4162,739-A,739,Avenida Majorca,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,82,167,A,539-05,62111108,"33.59677,-117.71372",$986.04 
4163,739-B,739,Avenida Majorca,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,Y5,2,N/A,68,170,A,535-12,62111108,"33.59677,-117.71372",$919.72 
4164,739-C,739,Avenida Majorca,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,126,172,A,535-01,62111108,"33.59677,-117.71372",$869.08 
4165,739-D,739,Avenida Majorca,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,136,218,B,539-06,62111108,"33.59677,-117.71372",$913.31 
4222,751-A,751,Avenida Majorca,A,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,120,176,A,545-03,62111108,"33.59768,-117.71579","$1,016.69 "
4223,751-B,751,Avenida Majorca,B,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,177,225,B,545-04,62111108,"33.59768,-117.71579",$932.42 
4224,751-C,751,Avenida Majorca,C,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,275,283,B,545-08,62111108,"33.59768,-117.71579",$892.82 
4225,751-D,751,Avenida Majorca,D,Valencia,4,Cooperative,5/1/1966,9,1,Carport,Traditional,N,None,N,0,N/A,180,198,A,545-07,62111108,"33.59768,-117.71579","$1,488.41 "
4272,760-A,760,Calle Aragon,A,Valencia,4,Cooperative,2/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,134,180,A,550-03,62104118,"33.61203,-117.7179","$1,028.99 "
4273,760-B,760,Calle Aragon,B,Valencia,4,Cooperative,2/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,203,252,B,550-06,62104118,"33.61203,-117.7179",$868.59 
4274,760-C,760,Calle Aragon,C,Valencia,4,Cooperative,2/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,131,209,B,550-07,62104118,"33.61203,-117.7179",$777.28 
4275,760-D,760,Calle Aragon,D,Valencia,4,Cooperative,2/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,67,148,A,550-08,62104118,"33.61203,-117.7179",$903.01 
4744,843-A,843,Rhonda Seville,A,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,156,185,A,608-03,62102203,"33.59426,-117.70721",$886.65 
4745,843-B,843,Rhonda Seville,B,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,62,187,A,611-07,62102203,"33.59426,-117.70721",$828.28 
4746,843-C,843,Rhonda Seville,C,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,64,120,A,611-08,62102203,"33.59426,-117.70721",$940.18 
4747,843-D,843,Rhonda Seville,D,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,86,95,A,608-04,62102203,"33.59426,-117.70721",$924.80 
4944,873-A,873,Avenida Sevilla,A,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,119,205,B,638-03,62102202,"33.59702,-117.70754",$897.11 
4945,873-B,873,Avenida Sevilla,B,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,28,91,A,638-04,62102202,"33.59702,-117.70754",$909.26 
4946,873-C,873,Avenida Sevilla,C,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,31,64,A,638-05,62102202,"33.59702,-117.70754",$880.30 
4947,873-D,873,Avenida Sevilla,D,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,105,136,A,638-06,62102202,"33.59702,-117.70754","$1,009.88 "
4956,875-A,875,Avenida Sevilla,A,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,209,284,B,637-03,62102202,"33.59718,-117.70719",$771.48 
4957,875-B,875,Avenida Sevilla,B,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,21,66,A,637-04,62102202,"33.59718,-117.70719","$1,039.42 "
4958,875-C,875,Avenida Sevilla,C,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,28,66,A,637-05,62102202,"33.59718,-117.70719",$875.23 
4959,875-D,875,Avenida Sevilla,D,Valencia,4,Cooperative,3/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,118,165,A,637-06,62102202,"33.59718,-117.70719",$939.05 
5228,917-A,917,Avenida Majorca,A,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,146,210,B,676-09,62111110,"33.59883,-117.70966",$817.84 
5229,917-B,917,Avenida Majorca,B,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,48,100,A,676-10,62111110,"33.59883,-117.70966",$850.39 
5230,917-C,917,Avenida Majorca,C,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,104,140,A,676-11,62111110,"33.59883,-117.70966",$917.39 
5231,917-D,917,Avenida Majorca,D,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,46,210,B,676-12,62111110,"33.59883,-117.70966",$787.85 
5378,945-A,945,Avenida Majorca,A,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,43,362,C,692-03,62111110,"33.59733,-117.7117",$899.31 
5379,945-B,945,Avenida Majorca,B,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,40,284,B,692-04,62111110,"33.59733,-117.7117",$749.41 
5380,945-C,945,Avenida Majorca,C,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,189,264,B,692-05,62111110,"33.59733,-117.7117",$891.13 
5381,945-D,945,Avenida Majorca,D,Valencia,4,Cooperative,7/1/1967,9,1,Carport,Traditional,N,None,N,0,N/A,119,310,C,692-06,62111110,"33.59733,-117.7117",$902.55 
11849,5405-,5405,Via Carrizo,,Trinidad,1,Condominium,8/1/1977,C11R_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-005,"33.60858,-117.74054",#N/A
11852,5408-,5408,Via Carrizo,,Trinidad,1,Condominium,8/1/1977,C11RB_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-008,"33.60863,-117.73993",#N/A
11856,5412-,5412,Via Carrizo,,Trinidad,1,Condominium,8/1/1977,C11A_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-012,"33.60893,-117.73923",#N/A
11864,5420-,5420,Calle Carmenita,,Trinidad,1,Condominium,8/1/1977,C11A_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-020,"33.60968,-117.73921",#N/A
11869,5425-,5425,Calle Carmenita,,Trinidad,1,Condominium,8/1/1977,C11RC_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-025,"33.60931,-117.74002",#N/A
11876,5432-,5432,Via Carrizo,,Trinidad,1,Condominium,8/1/1977,C11RA_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-032,"33.60994,-117.73765",#N/A
11886,5442-,5442,Alta Vista,,Trinidad,1,Condominium,8/1/1977,C11B_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-042,"33.61127,-117.73795",#N/A
11896,5452-,5452,Calle Pico,,Trinidad,1,Condominium,8/1/1977,C11B_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-052,"33.61214,-117.73956",#N/A
11902,5458-,5458,Calle Pico,,Trinidad,1,Condominium,8/1/1977,C11C_2,3,2 Car Garage,Home w/Garage,N,None,N,N,N,0,0,A,Garage,935-02-058,"33.61283,-117.73904",#N/A
12067,24055-1304,24055,Paseo Del Lago East,1304,Tower H,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 193 , 208 ,B,5071-27,932-96-148,"33.62059,-117.72134",#N/A
12068,24055-1305,24055,Paseo Del Lago East,1305,Tower H,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 193 , 208 ,B,5071-24,932-96-149,"33.62059,-117.72134",#N/A
12069,24055-1306,24055,Paseo Del Lago East,1306,Tower H,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 160 , 165 ,A,5071-26,932-96-150,"33.62059,-117.72134",#N/A
12070,24055-1307,24055,Paseo Del Lago East,1307,Tower H,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 160 , 165 ,A,5071-25,932-96-151,"33.62059,-117.72134",#N/A
12219,24055-1352,24055,Paseo Del Lago East,1352,Tower H,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 251 , 251 ,B,5073-4,932-96-300,"33.62059,-117.72134",#N/A
12220,24055-1353,24055,Paseo Del Lago East,1353,Tower H,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 251 , 361 ,C,5074-2,932-96-301,"33.62059,-117.72134",#N/A
12223,24055-1356,24055,Paseo Del Lago East,1356,Tower H,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 270 , 367 ,C,5080-12,932-96-304,"33.62059,-117.72134",#N/A
12224,24055-1357,24055,Paseo Del Lago East,1357,Tower H,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 270 , 317 ,C,5075-47,932-96-305,"33.62059,-117.72134",#N/A
11944,24055-310,24055,Paseo Del Lago East,310,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 350 ,C,5078-47,932-96-025,"33.62059,-117.72134",#N/A
11945,24055-311,24055,Paseo Del Lago East,311,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 384 ,C,5077-101,932-96-026,"33.62059,-117.72134",#N/A
11956,24055-410,24055,Paseo Del Lago East,410,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 340 ,C,5077-46,932-96-037,"33.62059,-117.72134",#N/A
11957,24055-411,24055,Paseo Del Lago East,411,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 374 ,C,5077-100,932-96-038,"33.62059,-117.72134",#N/A
11969,24055-510,24055,Paseo Del Lago East,510,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 330 ,C,5077-45,932-96-050,"33.62059,-117.72134",#N/A
11970,24055-511,24055,Paseo Del Lago East,511,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 364 ,C,5077-99,932-96-051,"33.62059,-117.72134",#N/A
11982,24055-610,24055,Paseo Del Lago East,610,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 320 ,C,5077-44,932-96-063,"33.62059,-117.72134",#N/A
11983,24055-611,24055,Paseo Del Lago East,611,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 355 ,C,5077-98,932-96-064,"33.62059,-117.72134",#N/A
11995,24055-710,24055,Paseo Del Lago East,710,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 311 ,C,5077-43,932-96-076,"33.62059,-117.72134",#N/A
11996,24055-711,24055,Paseo Del Lago East,711,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 345 ,C,5077-97,932-96-077,"33.62059,-117.72134",#N/A
12008,24055-810,24055,Paseo Del Lago East,810,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 307 ,C,5077-67,932-96-089,"33.62059,-117.72134",#N/A
12009,24055-811,24055,Paseo Del Lago East,811,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 380 ,C,5077-8,932-96-090,"33.62059,-117.72134",#N/A
12021,24055-910,24055,Paseo Del Lago East,910,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 298 ,B,5077-68,932-96-102,"33.62059,-117.72134",#N/A
12022,24055-911,24055,Paseo Del Lago East,911,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 370 ,C,5077-9,932-96-103,"33.62059,-117.72134",#N/A
12034,24055-1010,24055,Paseo Del Lago East,1010,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 289 ,B,5077-69,932-96-115,"33.62059,-117.72134",#N/A
12035,24055-1011,24055,Paseo Del Lago East,1011,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 360 ,C,5077-10,932-96-116,"33.62059,-117.72134",#N/A
12047,24055-1110,24055,Paseo Del Lago East,1110,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 280 ,B,5077-70,932-96-128,"33.62059,-117.72134",#N/A
12048,24055-1111,24055,Paseo Del Lago East,1111,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 398 ,C,5071-2,932-96-129,"33.62059,-117.72134",#N/A
12060,24055-1210,24055,Paseo Del Lago East,1210,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 271 ,B,5077-71,932-96-141,"33.62059,-117.72134",#N/A
12061,24055-1211,24055,Paseo Del Lago East,1211,Tower G,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 173 , 340 ,C,5077-12,932-96-142,"33.62059,-117.72134",#N/A
12093,24055-355,24055,Paseo Del Lago East,355,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 601 ,C,5077-1,932-96-174,"33.62059,-117.72134",#N/A
12104,24055-454,24055,Paseo Del Lago East,454,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 497 ,C,5076-7,932-96-185,"33.62059,-117.72134",#N/A
12105,24055-455,24055,Paseo Del Lago East,455,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 507 ,C,5076-8,932-96-186,"33.62059,-117.72134",#N/A
12117,24055-554,24055,Paseo Del Lago East,554,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 355 ,C,5076-6,932-96-198,"33.62059,-117.72134",#N/A
12118,24055-555,24055,Paseo Del Lago East,555,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 488 ,C,5076-9,932-96-199,"33.62059,-117.72134",#N/A
12130,24055-654,24055,Paseo Del Lago East,654,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 478 ,C,5076-5,932-96-211,"33.62059,-117.72134",#N/A
12131,24055-655,24055,Paseo Del Lago East,655,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 500 ,C,5076-10,932-96-212,"33.62059,-117.72134",#N/A
12143,24055-754,24055,Paseo Del Lago East,754,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 468 ,C,5076-4,932-96-224,"33.62059,-117.72134",#N/A
12144,24055-755,24055,Paseo Del Lago East,755,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 491 ,C,5076-11,932-96-225,"33.62059,-117.72134",#N/A
12156,24055-854,24055,Paseo Del Lago East,854,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 458 ,C,5076-3,932-96-237,"33.62059,-117.72134",#N/A
12157,24055-855,24055,Paseo Del Lago East,855,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 481 ,C,5076-12,932-96-238,"33.62059,-117.72134",#N/A
12169,24055-954,24055,Paseo Del Lago East,954,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 448 ,C,5076-2,932-96-250,"33.62059,-117.72134",#N/A
12170,24055-955,24055,Paseo Del Lago East,955,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 471 ,C,5076-13,932-96-251,"33.62059,-117.72134",#N/A
12182,24055-1054,24055,Paseo Del Lago East,1054,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 438 ,C,5076-1,932-96-263,"33.62059,-117.72134",#N/A
12183,24055-1055,24055,Paseo Del Lago East,1055,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 564 ,C,5076-14,932-96-264,"33.62059,-117.72134",#N/A
12195,24055-1154,24055,Paseo Del Lago East,1154,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 384 ,C,5075-34,932-96-276,"33.62059,-117.72134",#N/A
12196,24055-1155,24055,Paseo Del Lago East,1155,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 451 ,C,5076-15,932-96-277,"33.62059,-117.72134",#N/A
12208,24055-1254,24055,Paseo Del Lago East,1254,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 394 ,C,5075-33,932-96-289,"33.62059,-117.72134",#N/A
12209,24055-1255,24055,Paseo Del Lago East,1255,Tower G,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Both,YE,N/A,N/A, 246 , 442 ,C,5076-16,932-96-290,"33.62059,-117.72134",#N/A
12071,24055-1401,24055,Paseo Del Lago East,1401,Tower F,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Below,YE,N/A,N/A, 185 , 210 ,B,5071-23,932-96-152,"33.62059,-117.72134",#N/A
12225,24055-1451,24055,Paseo Del Lago East,1451,Tower F,154,Towers,12/1/1974,TW2,3,Carport,High Rise,Y,Below,YE,N/A,N/A, 226 , 439 ,C,5081-2,932-96-306,"33.62059,-117.72134",#N/A
11925,24055-106,24055,Paseo Del Lago East,106,Tower D,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Above,N,N/A,N/A, 277 , 304 ,C,5077-30,932-96-006,"33.62059,-117.72134",#N/A
11926,24055-107,24055,Paseo Del Lago East,107,Tower D,157,Towers,12/1/1974,TW1,3,Carport,High Rise,Y,Above,N,N/A,N/A, 277 , 393 ,C,5077-91,932-96-007,"33.62059,-117.72134",#N/A
